_11_1,_11_2,_11_3,_11_4,_11_5,_11_6,_11_7,_11_8,_11_9,_24_1,_24_2,_24_3,_24_4,_24_5,_24_6,_24_7,_24_8,_24_9,_27_1,_27_2,_27_3,_27_4,_27_5,_27_6,_27_7,_27_8,_27_9,_28_1,_28_2,_28_3,_28_4,_28_5,_28_6,_28_7,_28_8,_28_9,_32_1,_32_2,_32_3,_32_4,_32_5,_32_6,_32_7,_32_8,_32_9,_44_1,_44_2,_44_3,_44_4,_44_5,_44_6,_44_7,_44_8,_44_9,_52_1,_52_2,_52_3,_52_4,_52_5,_52_6,_52_7,_52_8,_52_9,_53_1,_53_2,_53_3,_53_4,_53_5,_53_6,_53_7,_53_8,_53_9,_5_1,_5_2,_5_3,_5_4,_5_5,_5_6,_5_7,_5_8,_5_9,_75_1,_75_2,_75_3,_75_4,_75_5,_75_6,_75_7,_75_8,_75_9,_76_1,_76_2,_76_3,_76_4,_76_5,_76_6,_76_7,_76_8,_76_9,_84_1,_84_2,_84_3,_84_4,_84_5,_84_6,_84_7,_84_8,_84_9,_93_1,_93_2,_93_3,_93_4,_93_5,_93_6,_93_7,_93_8,_93_9,_99_1,_99_2,_99_3,_99_4,_99_5,_99_6,_99_7,_99_8,_99_9,F_SEX,M_SEX,age_0,age_20,age_30,age_40,age_50,age_60,age_70,age_80,age_99
1690.82,1540739.7000000009,28461682.679999992,4507863.7900000038,,1436515.53,9293441.1899999976,31174096.410000075,7164589.1400000015,2864.0788,254318.06619999994,5146201.8211999992,889670.78199999884,,361336.11140000011,1427602.0351999993,6194058.66639999,714124.8906,2334.9276,306421.17989999981,6736693.0546000041,1112472.4642000014,,453786.41449999996,1891331.6273999994,8123670.9089999832,827643.16689999972,4296.1182,381477.09929999994,7719302.7318,1334506.1730000013,,542004.1671,2141403.0527999992,9291087.9995999672,1071187.3359,2395.8772,623400.00780000014,13024525.1528,2293098.0979999946,,784096.90659999952,5961035.6388000036,20432413.711600009,1230747.6714,2917.1082,610344.16680000024,14251459.569600007,2278845.0828000014,,932493.74039999978,4033300.8858000045,17207442.413399968,1597600.2551999995,11676.662800000002,397779.23859999992,7476529.7805999992,1311920.9414000018,,514830.32699999982,2328417.8330000006,10334582.92300003,934841.98239999975,13827.627,471054.36150000006,8853785.2665,1553590.5885,,609667.4925,2757336.9074999988,12238321.882499984,1107049.7159999998,,6980.62,176156.03000000003,28956.98,,5472.31,52129.790000000008,229162.5,2148.25,15752.104200000003,763784.04729999974,13611959.085700005,2273306.4570999956,1926.7599999999998,914644.92109999969,4243080.4151,19666248.712500047,2041030.7095999992,95436.7505,979460.20059999975,16142052.528699994,2396118.2489999938,1395.24,1036472.6939000002,5917890.5253999978,25055584.676499967,1851051.7725000009,7927.3,581879.21000000008,20364414.58,2984464.4499999979,,1427221.3599999994,7425359.709999999,28504492.960000027,1434900.7899999998,163080.8855,1031156.9319999996,16170489.458500002,2182024.1039999956,,1004577.2555000003,6685010.4490000028,26301716.525500018,1255265.3295,4534.2699999999995,283543.68000000017,7247514.0100000007,1216527.9199999992,,515630.4800000001,2450597.9499999997,12230896.789999984,1054705.9900000005,773498.99999999907,581468.00000000035,225924.00000000009,130816.00000000003,132698,163537.00000000009,195945.00000000015,185073.00000000006,159494.00000000003,154173,7323
47236.750000000007,1815079.9400000002,35582432.230000012,5016168.8400000008,,1823419.8899999997,11371243.949999996,37822677.2100001,5552785.34,3116.7246000000005,282580.0846,5827181.3402000023,1026096.8035999993,,433123.25100000016,1465788.1127999998,6973594.5883999895,699997.10659999982,3969.4821,353119.69109999971,7660843.9759000018,1293971.5134000012,,549196.1343,1905561.0451999994,9326865.033799991,763628.29849999992,4675.0869,423870.12690000009,8740772.010300003,1539145.2054000045,,649684.8765,2198682.1691999994,10460391.882599976,1049995.6599000003,2550.0474,739476.88740000024,15145568.153799996,2666854.2983999932,,1068728.7289999998,6358687.913200004,23187540.209600035,1471910.0753999995,8239.419,723007.91999999993,16253268.529800002,2666965.7292000023,,1136386.1592,4012270.0896000057,20014098.555599928,1397084.2595999998,3344.9081999999994,418787.56900000008,8197976.2003999995,1509424.7786000026,,659468.85300000012,2083332.2084000006,11360908.932600021,763708.9558,3961.0755,495932.64749999985,9708129.7109999973,1787476.7114999986,,780949.95749999979,2467103.931,13453707.946499987,904392.18450000021,,6517.0300000000016,198981.16999999998,38581.939999999995,,1778.6499999999999,50065.64,281485.0199999999,1920.23,17576.651100000003,813601.26089999976,15638796.329199998,2550267.5874999966,,1077311.6000999997,4153755.7890000013,22010016.207500055,1573882.3080999998,77595.634199999971,1045525.9975999999,18457693.993899997,2738155.7083999966,,1176641.6669,5937607.0690999972,28255238.414899949,1542662.6306000003,6190.5,597360.64999999991,21383424.259999994,3155665.9499999983,,1368705.1300000001,6123843.419999999,30908709.150000028,1447634.4600000007,122481.02100000001,1099494.3050000002,18179266.085500002,2563596.4639999978,,1133151.7924999995,6694301.4125,29709439.428500012,1207817.3510000003,33940.29,326636.53,8008443.3199999984,1443817.7899999986,,439037.62000000005,2589866.37,14304784.219999989,922090.3600000001,857411.99999999825,644168.00000000047,247455.00000000017,145596.00000000003,148449.00000000003,182734.00000000012,216613,203359.00000000006,177497.00000000009,171459.00000000006,8477.9999999999982
17174.839999999997,1689454.1699999992,32526238.459999997,4376605.1199999982,,1511131.51,11177137.94,32856810.920000043,7745449.6599999974,2280.4628000000002,265248.46479999996,5394813.6088000005,898670.865399999,,387751.82820000011,1479319.7650000001,6489410.2503999881,699418.43620000023,1664.5947999999996,321689.16719999991,7311654.2232000018,1157172.3811000003,,467126.04429999983,1938592.5048999991,8598049.8927999884,830033.2899,3420.6942000000004,397872.69720000005,8092220.4132000031,1348006.2981000023,,581627.74229999993,2218979.6475,9734115.3755999841,1049127.6543,7708.1532,665268.14120000007,14645169.027200004,2371455.3626000006,,911541.10579999979,6252588.9850000031,21861068.077600017,1234415.3778000001,1632.945,644015.49960000021,15824581.647600004,2420479.3428000007,,930341.1894,4104051.717600002,18336462.663599927,1633603.3517999998,3286.6465999999996,396755.27919999993,7685321.3239999982,1272210.5196000014,,522627.26960000012,2275057.0740000005,10389044.017600024,921733.83679999982,3892.0815000000002,469841.77799999993,9101038.41,1506565.0889999983,,618900.7139999998,2694146.535,12302815.283999989,1091526.9120000002,,6297.4699999999984,195931.59999999998,42234.490000000005,,7290.8600000000006,61408.400000000016,281754.77,2988.7400000000002,18568.695499999991,735841.5639999999,14394616.397799997,2190275.196599999,0,864775.59639999981,4239846.4104,20172569.866200056,2008001.1662,140990.85840000003,944581.51479999954,17061324.182699993,2324991.822300002,0,945536.77399999986,6024186.2120999973,25543191.727199975,2016778.092,8981.83,564333.22999999986,20857383.730000004,2780434.9099999992,,1251569.24,6974275.95,28553235.300000019,1555136.3499999996,238845.82800000004,1003344.0039999995,16950785.065500002,2137703.7825,,907452.80599999987,6854662.2884999979,26559123.435000025,1599575.523,13921.11,303509.66000000009,7397634.5299999984,1201440.61,,484465.22,2524367.0599999996,13165704.559999989,1133736.1900000004,803852.99999999872,604732.00000000047,235286.00000000017,137303.00000000009,138844.00000000003,169686.00000000009,203102.00000000015,190615.00000000006,165771.00000000003,160266,7737.0000000000018
6520.71,1473543.7800000007,31301968.12,4528705.7599999988,,1409352.0299999998,10325745.009999998,34128402.990000069,6608177.5299999984,3280.2308000000003,211368.80599999995,5148009.1146000009,838714.19499999878,,343574.79420000012,1470078.0005999997,6239065.3181999894,914424.47359999991,2494.8185999999996,266239.51719999989,6886383.6607000027,1055974.0823,,395080.3353,1899648.9030999998,8283293.13989999,994064.28559999971,4920.3462,317053.20899999992,7722013.6719,1258071.2925000023,,515362.19130000006,2205117.0008999994,9358597.9772999827,1371636.7104,3110.2652,534153.55400000024,13233619.057399994,2260770.935,,834843.8097999997,6092959.5914000021,21209116.835800022,1224106.6884000006,2704.9992,548278.66380000021,14778797.735400002,2173918.315200001,,757601.4294,3983278.6140000024,17689127.788799934,1812697.8119999997,1424.4338,312092.46479999996,7341487.6947999988,1216440.8228000009,,438293.01459999994,2204167.6294000004,10322787.764800018,994865.02299999981,1686.8294999999998,369583.18200000003,8693867.0069999974,1440522.0269999991,,519031.20149999991,2610198.5085,12224353.931999991,1178129.6325000003,,5300.92,175171.81000000003,30217.519999999997,,2734.1899999999996,42483.07,259439.04,930.85,13435.143900000001,604702.2278,13785985.726,2060734.7521999993,,808622.1843,4245003.549300001,19487509.295400035,2025755.3966999997,62736.764300000017,793277.33239999972,16385527.389699996,2160514.335,,951188.44310000038,5884475.9532999974,24606315.435799967,1783708.1878,3954.82,466713.36,21040736.38,2765752.2199999997,5280,1178902.4400000002,7140435.35,28184517.980000015,1635703.5500000003,99300.168500000029,847774.34299999964,16307375.402500002,1972902.243,,942727.11649999989,6545615.4595000008,25700636.702000018,1186853.2,21113.53,256310.33,6900425.2700000014,1114477.0199999998,,334134.90999999992,2215804.5499999993,12460935.60999999,884946.06000000017,787805.99999999825,596280.00000000012,230326.00000000017,131763.00000000003,136504.00000000006,167499.00000000012,200608.00000000015,187031.00000000006,162435.00000000006,160797.00000000006,7150.0000000000009
1306.78,873069.22000000009,15824229.149999999,3752022.1399999969,,1281961.39,3449985.34,27286137.860000011,572801.18,7348.514799999999,176617.45859999995,2806301.3484000009,767323.60099999909,,315118.70500000013,636204.36000000022,5447737.5325999912,122063.85620000001,5010.351,220849.03869999995,4002670.5120000015,1073456.5031,,408736.2107,870776.32559999963,7498156.4126999862,132381.3315,11022.7722,264926.18789999996,4209452.0226000026,1150985.4015000015,,472678.05749999982,954306.53999999969,8171606.298899984,183095.78430000003,11738.671200000003,464177.77340000035,7799068.3696000008,2153324.8090000018,,757647.84500000009,3154835.7100000004,19636911.819400012,525263.4978,4008.2807999999995,452399.86139999994,8938168.5474000052,2369537.5554,,859284.6918,1896386.4143999997,16386748.346399939,240860.5602,2852.9221999999995,269738.90359999996,4175207.5616000011,1068688.5312000008,,457729.58899999992,910781.52240000037,8810040.9540000111,150473.87440000006,3378.4605,319427.64900000003,4944324.743999999,1265552.2079999987,,542048.19750000013,1078557.0659999996,10432943.234999998,178192.74599999998,,5167.55,192080.81000000003,43367.779999999992,,8394.02,34719.159999999989,289149.66999999993,762.3,22063.5131,543968.85899999994,8450706.1366,1848619.0683999991,,819151.34370000043,1968935.7520000003,17333852.896400008,360096.6370000001,92784.216700000019,672335.93139999977,10039132.9668,1955549.1319000004,,879171.99229999981,2808656.9651000006,22249483.737599988,603523.1251,6671.33,337670.19999999995,9896395.2799999975,2448316.35,,1144202.11,2415601.08,23187170.07,648952.91999999993,144358.3375,679363.47700000007,9791305.6410000026,1788618.890499999,,806516.06749999954,3116154.6844999995,23309841.087000012,727090.87749999983,21173.64,182560.02000000002,5140315.57,1136422.3399999999,,362020.47000000009,1480773.4100000004,11738080.799999988,221296.51,744798.9999999986,563698.00000000035,193981.00000000006,131614.00000000006,132349.00000000009,161697.00000000012,193367.00000000017,178227.00000000006,155072.99999999997,156190.00000000009,6060.0000000000009
272.19,1662136.1500000006,25912055.11,3890908.2999999975,19504,1162027.7799999998,6233412.200000003,29489572.230000034,2626592.8199999994,3571.0994,270409.0356,4926028.6812000014,879459.00899999926,35475.66,327630.2832,1124403.7441999996,6026112.0259999922,449345.88599999994,2807.9516999999996,341294.8421999999,6641733.8820000039,1123548.6245,40000.450000000004,393488.08599999984,1497991.5318999996,8261572.3393999888,479700.94400000008,5356.6490999999978,405613.55339999992,7389043.0218000012,1319188.513500002,53213.490000000005,491445.42479999992,1686605.6162999999,9039168.03899998,674018.82899999991,2921.8086,686259.55640000012,13411844.222800002,2404399.761,111296.54,786947.8707999998,5045630.0298000034,20987200.794000015,1100250.494,3270.7212,703866.45240000007,14326928.422200006,2337230.5319999997,75412.860000000015,781802.7252,3206288.5878000017,18010745.121599939,859626.957,826.386,423499.0066,7186802.6794000017,1326709.9334000014,2997.8199999999997,498173.3006,1663929.7842000003,9817780.02360001,292923.44080000004,978.615,501511.9815,8510687.3834999986,1571103.8684999985,3550.05,589942.06649999984,1970443.1655000001,11626318.448999995,346883.02200000011,,6297.2400000000007,188759.87000000005,34675.930000000008,,6950.9800000000005,45830.169999999991,298047.12999999995,1083.9,18450.4914,773252.5800999999,12758970.887700003,2196686.680699999,68549.790000000008,836014.5945,3079205.4734999994,18897581.732800022,652203.32600000023,104478.7751,994449.08079999976,14744642.2739,2291885.5869000009,84080.290000000008,915534.3659,4267347.0867999988,24132846.243099976,753977.83019999985,2522,549884.21000000008,17983384.63,2716958.84,74129,1217415.14,4262198.5399999991,25139019.549999993,967056.04,169716.46250000002,1061733.7509999995,14548111.545500005,2100387.1004999997,65765.05,875700.3125,4785148.4200000018,25310858.111500017,699376.041,11463.7,285009.85000000003,6877790.9100000011,1188352.93,9159,410127.53,2038136.2299999995,12076001.319999991,598465.36,795808.99999999825,608215.00000000035,228266.0000000002,137421,140118.00000000006,170456.00000000006,202175.00000000006,188399.00000000017,165163.00000000006,165285.00000000012,6800.0000000000009
7268.8,1681877.7000000007,30268121.730000004,4198742.9199999962,,1326951.1400000004,10372704.42,32140359.520000018,7006168.3999999994,5556.3904,271896.1146,5388362.0626000017,845716.91599999939,70.84,341509.08659999986,1506594.8875999996,6660627.5911999941,657842.6228,4602.5602,332631.75169999973,7174924.4208999993,1054486.5452000003,48.3,433210.9605,1934567.7629999996,8784235.64959999,777669.29000000015,8334.5856,407844.1719,8082543.0939000007,1268575.3740000022,106.26,512263.62989999994,2259892.3314,9990941.3867999818,986763.93420000037,4546.1376000000009,666355.83740000031,14207705.5194,2173304.6140000005,88607.96,796232.05540000019,6413840.0744000031,21588209.242800016,1337670.4631999999,5917.1561999999994,670368.1944,15351889.003200004,2155535.9208000004,38.64,896658.62760000012,4038725.8536000038,18676073.91959995,1525774.9697999996,3372.4278,403865.96079999988,7604011.6030000011,1237524.1006000007,,473483.1540000001,2295613.3260000004,10821173.69820001,1006684.1553999996,3993.6645000000003,478262.322,9004750.5825000014,1465489.0664999986,,560703.7350000001,2718489.4649999994,12814547.800499996,1192125.9735,,5910.5199999999986,162902.23999999996,37716.100000000006,,11488.17,52775.220000000008,259076.82999999993,5751.27,30506.861699999994,756562.98939999985,14015345.686499998,2169169.9840999986,,817397.0562,4285640.8720000023,20568322.134500019,1725539.0741000003,108158.526,991328.64179999952,16571276.232,2350117.2023000005,0,935715.54229999974,5965492.4279999994,25789129.141299982,1704180.3694999996,10767.87,566568.64,20340139.430000003,2670602.209999999,,1231938.0900000003,7029733.5099999988,28185427.479999978,1366400.77,161868.33,1066571.3759999997,16501831.086000001,2191879.5664999997,0,923362.60249999969,6696441.2190000014,26743629.425500024,1450008.6575000004,12505.300000000001,290900.52000000008,7281634.4499999983,1219943.4699999997,274,422745.97000000003,2440334.91,12735793.859999996,510269.62000000011,788824.9999999986,599356.00000000047,229809.00000000009,133905.00000000006,136432,167045.00000000003,200191.00000000012,189637.0000000002,163242.00000000006,160947.00000000003,7029.9999999999982
2340,1582752.0100000007,29687809.149999995,4267721.1199999964,,1419944.8600000003,8797626.040000001,31567115.870000016,6096232.1099999975,6175.6002,258577.0615999999,4991391.420400002,846937.9753999993,,347836.25800000003,1294286.5870000003,6460979.861599993,611297.3218,4999.2110999999995,324741.20379999996,6763416.8308,1058196.8199,,428273.26780000009,1723453.9302999997,8663738.2475999948,738298.5463,9263.4003,387865.59240000008,7487087.1306000017,1270406.9631000021,,521754.38700000005,1941429.8804999995,9691469.7923999839,916945.9827,5052.7638000000006,638724.81040000019,13193585.5276,2163982.2426000023,,782600.132,5612003.223,21526900.97040002,1199881.2442,6164.3646000000017,667324.5618,14635997.220600005,2166404.828999999,,867308.4252,3687651.4392000022,18622576.607999932,1473315.9749999999,6428.9540000000006,385597.13399999996,7104306.1234,1205449.7104000007,,508921.45999999996,1994151.8514000007,10637773.61040001,760897.33200000017,7613.2350000000006,456628.185,8412994.0935000014,1427506.2359999991,,602670.15,2361495.6135000004,12597363.486,901062.63,,6000.2699999999986,182590.53999999998,22277.63,,7641.0600000000013,46392.159999999996,266463.69999999995,7413.2099999999973,37842.066399999989,731797.95199999947,13021641.487900002,2042474.0912,,869953.43520000007,3655828.1224999996,20337580.840200022,1731721.2777999993,114494.34709999998,943985.4094999996,15496976.443200003,2188124.8564000009,,976583.22229999991,5115922.0161000006,25551434.318899985,1746922.3562,4789.01,536031.81,19095179.860000007,2735772.69,,1331546.7799999998,6001937.6499999976,28512120.899999995,1424533.5399999998,165609.17750000002,1000961.7994999998,15542424.222000005,2042123.7460000007,,949901.3225,5784287.8665000005,26502163.824500021,1373199.0739999998,5744.3,270576.12999999995,6766445.6899999995,1117266.5799999998,,358257.12000000005,2335646.44,12904872.129999992,355316.24000000011,774140.99999999907,587053.00000000023,224560.0000000002,130400.00000000006,134551.00000000003,163860.00000000015,197569.00000000012,186790.00000000006,159297.00000000003,157417.99999999997,6778
180,1696804.17,32687540.01,4626092.5999999959,,1697251.1100000003,12198775.150000002,33728261.71,7957443.5699999975,5486.1774000000005,266759.2158,5513102.4322000006,898595.15019999933,,409652.41460000008,1651676.4175999996,6758006.7059999937,874237.7622,4641.7153,326140.51729999995,7338782.5823000018,1112045.1639000003,,494639.6443,2153984.5036000004,8851026.1705999933,1007831.9420999999,8229.2661,400138.82369999983,8269653.6483000033,1347892.7253000028,,614478.62189999991,2477514.6264,10137010.05899998,1311356.6432999996,4488.6906,664907.04020000028,14323621.3818,2214633.0038000024,,966146.65740000026,7181567.3244000021,22110219.684000019,1447389.5417999998,6187.4106,656969.58300000022,15699339.065400004,2260624.5768,,986893.6817999999,4545079.6980000036,18730592.630399942,1936735.9506,10932.9914,391776.9219999999,8011847.7011999981,1317920.2978000003,,518934.38020000007,2616868.7118000006,11468089.456400016,1072375.96,12946.9635,463946.35499999992,9487714.383,1560695.0894999986,,614527.5555,3098923.4745,13580632.250999993,1269918.9000000004,,5498.4499999999989,164052.48999999996,26148.229999999992,,1992.08,56161.67,303771.67999999993,1807.19,33402.169899999994,772643.23060000013,15170904.239600003,2357389.8068999997,,984296.80689999985,5051966.0325,22315461.487400018,2514017.071,95022.249700000015,1003372.8193999998,17784561.715199996,2534118.9153000023,,1136778.6653999998,6819563.230200002,27609226.806699995,2126627.8215000005,3117.26,583687.40999999992,21660624.290000003,3047904.2199999983,,1534764.3199999996,8307558.2199999988,30894492.200000007,1901328.9999999995,138127.3855,1060040.8129999996,17446416.351000004,2328842.8605000027,,1099659.1319999998,7445275.461000002,28163415.728500012,1213709.3475000001,32782.56,282172.29,7353302.1700000018,1181918.7899999998,,413307.1999999999,2785179.2199999993,13845229.969999995,946369.50999999989,819796.99999999837,624920.00000000012,242418.00000000017,139057.00000000012,142261.00000000006,174556.00000000006,207823.00000000009,197838.00000000009,168141.00000000006,165236.00000000003,7449.9999999999991
5040,1739780.87,30398644.359999996,4886422.7599999923,,1662037.78,9032423.1700000037,33982256.100000009,5980391.6,7091.2402,253210.2583999999,4770504.728,900972.276599999,,436488.00359999994,1270524.3649999995,6286353.7923999885,539063.0718,6283.117299999999,308195.35479999974,6446898.4098000014,1141246.6609,,534964.06859999988,1670716.8700999995,8175131.1625999641,642423.87790000008,10636.860300000002,379815.3875999999,7155757.0920000011,1351458.4149000035,,654732.0054,1905786.5474999994,9429530.6885999572,808594.60769999993,5801.9237999999987,646337.90960000025,12710748.601999993,2354900.5654000025,,990313.05839999975,5243120.3350000018,21901336.395599984,1099330.3542,9002.4084,618708.1296,13927273.528200006,2359707.4122000006,,1079628.5340000002,3545155.1124000028,17217125.080799926,1268612.0484000002,15947.7564,398286.3029999999,6889479.5492000012,1340865.062600001,,658831.36120000016,1914322.5230000007,10484699.810200013,532802.4802,18885.501000000004,471654.83250000014,8158594.2029999988,1587866.5214999984,,780195.03299999994,2266960.8825000003,12416091.880499985,630950.3054999999,,5534.0800000000008,182882.09000000003,39546.039999999994,,4428.07,42516.419999999991,291741.18999999994,1510.6299999999999,46600.70380000001,768355.89229999972,12869451.646599999,2353363.7355,,1038637.7550000001,3726881.3671000008,20258311.121900029,1336745.3143,102145.0143,997546.65569999965,15162299.142199993,2524473.8204000043,,1143593.3348,5386303.8998999968,26238170.900899947,1541196.0549999997,3704.54,551428.36999999988,18521231.219999995,3036005.8499999968,,1733299.7700000005,5686933.370000001,27366985.769999981,1469729.8600000008,136622.6745,1058902.7864999997,14996302.919000003,2330149.2500000033,,1123402.436,6142843.2975000013,27792041.556500018,1385081.035,24149.96,247327.59000000003,6173300.5299999984,1134448.1700000004,,418581.26000000007,1880381.9600000002,12781170.289999992,355265.17000000016,797124.99999999814,613953.00000000023,232097.00000000017,135857.00000000009,141004,171633.00000000009,204244.00000000012,190701.00000000012,163338.00000000006,165107.00000000012,7114.0000000000009
2236.6,1577561.9300000006,29756191.45000001,4562178.2499999925,,1504266.7900000005,10930955.040000003,33410068.190000053,6830099.0599999987,5671.8398,254721.03139999989,5186907.6314000031,928322.35539999977,5915.1399999999994,391781.58799999993,1531431.7501999987,6256847.152599982,554460.6386,4180.7977,303992.43909999978,6955986.4499000013,1165268.2631000027,7676.2500000000009,471059.99519999983,1959093.4901,8145144.7032999685,763885.08410000021,8507.7597,382081.54709999997,7780361.4471,1392483.5331000055,8872.7100000000009,587672.38199999975,2297147.625299999,9385270.7288999632,831690.95789999957,4640.5962000000009,638715.29660000023,14003987.576599993,2557221.8725999962,37152.659999999996,922738.53199999989,6670044.0038000038,21467271.399399977,1150174.1134000001,4205.7065999999995,600978.86580000026,14952757.095000003,2393678.2757999995,16143.240000000002,936745.52279999992,4079188.560600006,17166042.955799893,1670424.5159999996,4515.54,357177.64839999995,6976163.1162000028,1327774.3818000013,,522772.9806,2091193.0176000013,9988689.7356000282,1002472.4596,5347.3499999999995,422973.53099999996,8261245.7955,1572364.399499997,,619073.26649999991,2476412.7839999995,11828711.528999984,1187138.4389999993,,6248.4500000000007,163211.91999999998,27139.21,,8724.45,51288.020000000019,262183.06999999995,1077.33,13684.867,715691.92859999987,13206576.449700002,2299614.8700999981,13486.74,851609.55610000016,4025190.9344000015,19084613.329600058,1857168.5512,117473.69200000004,936283.01199999987,15681533.929599991,2477745.5206000032,16818.06,979126.54979999969,5900300.766499998,24558449.442799911,1725833.8341999995,1261,490478.40000000008,18990623.549999997,2864506.2699999968,26657,1428708.3400000003,6143617.8199999984,26294656.029999983,1667401.2100000002,202478.341,991219.05999999982,15559373.089000005,2307775.2880000058,13096.199999999999,987627.53699999966,6802645.1674999995,25952563.793000024,1310669.3860000002,9272.96,248216.80000000005,6577763.9900000012,1234829.23,4347.7999999999993,341279.24999999988,2415585.3600000003,12733505.169999992,514329.9,775558.99999999849,594997.00000000035,229279.00000000017,134837.00000000012,137889.00000000003,169018.00000000006,198693.00000000009,186328.00000000006,156239.00000000006,156346.00000000009,7215
340.53000000000003,1723020.4000000004,32513127.730000012,4918842.1599999955,6923,1719254.5400000003,9708323.9499999974,34968595.650000073,6028159.53,2606.6766,260719.37099999993,5334588.0742000034,969377.80720000016,,396374.67099999991,1355333.3485999992,6511086.7469999874,594157.1834000001,1839.4998999999998,320807.44069999969,7209381.4605,1244189.9632000022,,505435.30569999991,1869142.9219000002,8646249.65209998,712304.8943,3910.0148999999997,391079.05649999989,8001882.1112999981,1454066.7108000056,,594562.0065,2033000.0228999993,9766630.1204999741,891235.7751,2132.7354,638454.26900000032,14107556.469799992,2663564.646799996,,925578.64900000009,5807484.8634000029,21745829.572999995,1217655.6346,1642.4231999999997,649367.3927999998,15574714.444199998,2596639.842,,1050023.8277999999,4089911.6532000056,18466776.467399884,1413241.3025999998,7728.3754,415645.25399999996,7992403.3709999993,1491294.6670000011,1206.1200000000001,603656.4328,2472058.5055999993,11399962.022800025,933034.93040000007,9152.0235,492211.485,9464688.2024999987,1766006.8424999972,1428.3000000000002,714856.30199999991,2927437.7040000018,13499955.02699998,1104909.7859999998,,6760.7800000000007,213336.31999999998,31176.949999999997,,3351.2699999999995,65547.499999999971,289684.88,2906.3199999999997,25647.45389999999,810154.01599999983,14903257.3727,2559098.9134999975,539.58,1007807.7713999999,4570663.4768,21609681.438400067,1557349.0103999993,133188.65420000005,1048100.4449999996,17729558.121799983,2734420.9410000076,,1116648.4693000002,6137373.5975999972,26936725.020799927,1651619.2496999996,0,595988.23999999987,22074415.719999995,3333332.4399999972,,1557682.57,7625044.3600000022,30262424.820000015,1497732.4900000002,217508.603,1107020.8499999996,17692507.351999998,2533876.1760000056,,1081627.9045,6738498.1559999995,27822648.581,1534271.9535000003,4060.91,282351.39,7185034.3499999987,1282490.8299999991,54.8,344721.07999999996,2549605.9799999995,13481591.159999989,651418.21000000008,820339.99999999849,623872.00000000023,239918.00000000015,142988.00000000003,143770.00000000006,176593.00000000009,207746.00000000015,196384.00000000006,164894.00000000003,164683.99999999997,7277.9999999999982
3668.95,1540754.8300000005,30474209.090000007,4543255.7299999949,,1322062.2300000002,10176614.259999998,33116242.960000053,6859211.21,6339.4606,250551.9917999999,5282643.1790000014,908324.05399999954,,328157.60340000014,1541625.4479999992,6588209.85019999,691705.4342,4415.6900999999989,305758.71409999987,6936283.5771000013,1081174.8038000013,,401723.78969999991,1955616.9595999995,8535189.6198999844,815077.37489999994,9509.1909,375827.9877,7923964.7684999984,1362486.081000004,,492236.40510000003,2312438.172,9882314.7752999756,1037558.1512999998,5186.8313999999991,643898.83420000016,14115633.910999995,2308500.026,,775936.33459999983,6739941.7920000032,22177476.053800013,1278643.2898000001,3788.7870000000003,615045.1422,14703694.004400004,2132963.5752000003,,810014.9472,4047781.0884000063,17928651.370799914,1595015.8098000002,20585.6222,365995.233,7259561.2908,1281058.1622000011,,482159.5990000001,2162956.5800000005,10565122.953200025,1114212.4285999995,24377.710500000005,433415.40749999991,8596848.896999998,1517042.5604999976,,570978.4725,2561395.95,12511329.812999984,1319462.0865000004,,6125.1100000000015,206002.80000000002,41058.689999999995,,3283.3,57528.929999999993,295717.42000000004,2034.6299999999999,28261.1683,710964.79649999994,13611117.226800002,2294914.2822999982,,857372.1338999999,4200611.627,20602166.894200057,1825457.2579,85903.786499999987,937631.5549999997,16382904.623399992,2447389.717500004,,952930.1201,6045908.3824999984,26187767.370099962,1634965.0344999998,6206.67,510791.3,18940709.62,2883122.1799999974,,1198675.7000000002,6532643.7399999984,28857653.560000017,1800166.3899999997,133914.20249999996,1005385.6279999998,16488382.872,2229615.6675000028,,906792.98449999967,6880324.0805,27284393.519500006,1251785.7625,8520.31,248313.7,6234771.02,1091259.8999999994,,296872.58999999997,2441379.44,12927888.319999993,647349.23999999976,784344.99999999837,588787.00000000035,228770.00000000017,133004.00000000006,135020.00000000006,165555.00000000003,197383.00000000012,188885.00000000012,159391.00000000006,157528.00000000012,7619.9999999999973
