,Date,Region,Maladie,Depassement
112,2009-01-01,93,5,15364.700000000003
113,2009-01-01,93,6,728203.1770000003
114,2009-01-01,93,7,4377089.502500002
115,2009-01-01,93,8,20250209.34300003
116,2009-01-01,93,9,1109274.2375000003
117,2009-01-01,99,1,37245.36000000001
118,2009-01-01,99,2,276903.8400000001
119,2009-01-01,99,3,5246288.399999998
120,2009-01-01,99,4,918835.0100000002
121,2009-01-01,99,5,0.0
122,2009-01-01,99,6,344434.19
123,2009-01-01,99,7,1512206.4400000002
124,2009-01-01,99,8,9377373.429999992
125,2009-01-01,99,9,488314.98000000004
126,2009-02-01,11,1,3479.99
127,2009-02-01,11,2,1427728.57
128,2009-02-01,11,3,24851168.15
129,2009-02-01,11,4,3732883.200000001
130,2009-02-01,11,5,220.0
131,2009-02-01,11,6,1165457.01
132,2009-02-01,11,7,7908714.949999998
133,2009-02-01,11,8,25300163.46
134,2009-02-01,11,9,5944368.209999999
135,2009-02-01,24,1,3949.1936
136,2009-02-01,24,2,252221.64439999987
137,2009-02-01,24,3,4454230.0374000035
138,2009-02-01,24,4,770679.6283999988
139,2009-02-01,24,5,0.0
140,2009-02-01,24,6,288449.1236
141,2009-02-01,24,7,1258685.8921999994
142,2009-02-01,24,8,4834617.95739999
143,2009-02-01,24,9,1024521.7399999995
144,2009-02-01,27,1,2794.0212
145,2009-02-01,27,2,303864.3695999998
146,2009-02-01,27,3,5851228.053900002
147,2009-02-01,27,4,963892.0110000019
148,2009-02-01,27,5,0.0
149,2009-02-01,27,6,365839.9591999999
150,2009-02-01,27,7,1552284.7206999988
151,2009-02-01,27,8,6245894.24929998
152,2009-02-01,27,9,1043583.5832
153,2009-02-01,28,1,5923.790399999999
154,2009-02-01,28,2,378332.4665999999
155,2009-02-01,28,3,6681345.0561000025
156,2009-02-01,28,4,1156019.4426000006
157,2009-02-01,28,5,0.0
158,2009-02-01,28,6,432673.6854000001
159,2009-02-01,28,7,1888028.8383
160,2009-02-01,28,8,7251926.936099965
161,2009-02-01,28,9,1536782.6100000006
162,2009-02-01,32,1,4935.638400000002
163,2009-02-01,32,2,655206.9336000005
164,2009-02-01,32,3,11567447.680599995
165,2009-02-01,32,4,2102709.509599993
166,2009-02-01,32,5,0.0
167,2009-02-01,32,6,730251.0983999999
168,2009-02-01,32,7,5260527.001800003
169,2009-02-01,32,8,16634460.7806
170,2009-02-01,32,9,2135800.930000001
171,2009-02-01,44,1,2513.5764
172,2009-02-01,44,2,605203.4058000003
173,2009-02-01,44,3,12407386.212000005
174,2009-02-01,44,4,1974799.4784000032
175,2009-02-01,44,5,0.0
176,2009-02-01,44,6,757120.7933999998
177,2009-02-01,44,7,3147419.757000002
178,2009-02-01,44,8,13094608.80659997
179,2009-02-01,44,9,1782175.0668
180,2009-02-01,52,1,2110.7252000000008
181,2009-02-01,52,2,338649.42220000003
182,2009-02-01,52,3,6063518.0244
183,2009-02-01,52,4,1075997.2042000014
184,2009-02-01,52,5,0.0
185,2009-02-01,52,6,393067.3222
186,2009-02-01,52,7,1619952.2930000003
187,2009-02-01,52,8,7845312.450400012
188,2009-02-01,52,9,1269240.9488
189,2009-02-01,53,1,2499.543000000001
190,2009-02-01,53,2,401032.2105
191,2009-02-01,53,3,7180481.8709999975
192,2009-02-01,53,4,1274207.2155000006
193,2009-02-01,53,5,0.0
194,2009-02-01,53,6,465474.46049999975
195,2009-02-01,53,7,1918364.5575
196,2009-02-01,53,8,9290501.585999992
197,2009-02-01,53,9,1503048.4919999996
198,2009-02-01,5,1,0.0
199,2009-02-01,5,2,5303.970000000001
200,2009-02-01,5,3,158091.62
201,2009-02-01,5,4,20802.28
202,2009-02-01,5,5,0.0
203,2009-02-01,5,6,1353.79
204,2009-02-01,5,7,40943.02
205,2009-02-01,5,8,198375.7899999999
206,2009-02-01,5,9,2043.69
207,2009-02-01,75,1,4684.593199999998
208,2009-02-01,75,2,675995.5155000001
209,2009-02-01,75,3,10961860.159000002
210,2009-02-01,75,4,1790657.8420999981
211,2009-02-01,75,5,0.0
212,2009-02-01,75,6,648511.9830999997
213,2009-02-01,75,7,3038355.2369000013
214,2009-02-01,75,8,14594190.485000005
215,2009-02-01,75,9,2094487.8058
216,2009-02-01,76,1,56168.114100000006
217,2009-02-01,76,2,879107.4802999998
218,2009-02-01,76,3,13388602.092599995
219,2009-02-01,76,4,1918250.1631999903
220,2009-02-01,76,5,0.0
221,2009-02-01,76,6,840313.4502000005
222,2009-02-01,76,7,4590004.540099998
223,2009-02-01,76,8,19350195.42959999
224,2009-02-01,76,9,1640279.8943999996
225,2009-02-01,84,1,2267.02
226,2009-02-01,84,2,487376.2400000002
227,2009-02-01,84,3,16299166.749999994
228,2009-02-01,84,4,2356078.239999997
229,2009-02-01,84,5,0.0
230,2009-02-01,84,6,1018917.9600000004
231,2009-02-01,84,7,4708856.3
232,2009-02-01,84,8,20118234.359999973
233,2009-02-01,84,9,1635025.34
234,2009-02-01,93,1,99282.12450000002
235,2009-02-01,93,2,927273.5614999998
236,2009-02-01,93,3,13770749.732999997
237,2009-02-01,93,4,1801694.374999996
238,2009-02-01,93,5,0.0
239,2009-02-01,93,6,924927.7440000003
240,2009-02-01,93,7,5412847.602500001
241,2009-02-01,93,8,21029409.219000034
242,2009-02-01,93,9,993126.8489999995
243,2009-02-01,99,1,17103.43
244,2009-02-01,99,2,324322.43000000017
245,2009-02-01,99,3,5752268.229999999
246,2009-02-01,99,4,754963.93
247,2009-02-01,99,5,0.0
248,2009-02-01,99,6,330230.10000000003
249,2009-02-01,99,7,1774554.3599999994
250,2009-02-01,99,8,9079785.17999999
251,2009-02-01,99,9,210908.02000000002
252,2009-03-01,11,1,3022.45
253,2009-03-01,11,2,1547192.6400000006
254,2009-03-01,11,3,27578139.06
255,2009-03-01,11,4,4121109.370000002
256,2009-03-01,11,5,0.0
257,2009-03-01,11,6,1161363.3399999996
258,2009-03-01,11,7,8335064.670000001
259,2009-03-01,11,8,27550059.90000003
260,2009-03-01,11,9,4932393.849999999
261,2009-03-01,24,1,2701.9586
262,2009-03-01,24,2,272293.934
263,2009-03-01,24,3,4687683.699600003
264,2009-03-01,24,4,858893.4551999988
265,2009-03-01,24,5,0.0
266,2009-03-01,24,6,309208.73500000004
267,2009-03-01,24,7,1153062.0991999996
268,2009-03-01,24,8,5348353.304799992
269,2009-03-01,24,9,755337.5873999995
270,2009-03-01,27,1,2001.1131000000007
271,2009-03-01,27,2,333493.46779999987
272,2009-03-01,27,3,6323061.729600002
273,2009-03-01,27,4,1070841.4094000014
274,2009-03-01,27,5,0.0
275,2009-03-01,27,6,372303.8977
276,2009-03-01,27,7,1542370.7933999994
277,2009-03-01,27,8,7049706.419399981
278,2009-03-01,27,9,875338.3067000002
279,2009-03-01,28,1,4052.9378999999994
280,2009-03-01,28,2,408440.90099999984
281,2009-03-01,28,3,7031525.549400001
282,2009-03-01,28,4,1288340.182800001
283,2009-03-01,28,5,0.0
284,2009-03-01,28,6,463813.1024999999
285,2009-03-01,28,7,1729593.1487999996
286,2009-03-01,28,8,8022529.957199967
287,2009-03-01,28,9,1133006.3811
288,2009-03-01,32,1,2210.6934
289,2009-03-01,32,2,711155.2359999999
290,2009-03-01,32,3,11850208.6624
291,2009-03-01,32,4,2166401.6987999943
292,2009-03-01,32,5,0.0
293,2009-03-01,32,6,690749.0349999996
294,2009-03-01,32,7,4888405.6148000015
295,2009-03-01,32,8,18331761.851200003
296,2009-03-01,32,9,1881995.5406
297,2009-03-01,44,1,2037.057
298,2009-03-01,44,2,672678.6912000001
299,2009-03-01,44,3,13643248.959000004
300,2009-03-01,44,4,2188856.173800002
301,2009-03-01,44,5,0.0
302,2009-03-01,44,6,741178.4597999998
303,2009-03-01,44,7,3309987.643800002
304,2009-03-01,44,8,14982826.69739996
305,2009-03-01,44,9,1689555.1242
306,2009-03-01,52,1,3855.4115999999995
307,2009-03-01,52,2,403176.4432000001
308,2009-03-01,52,3,7018252.6572
309,2009-03-01,52,4,1211178.085000002
310,2009-03-01,52,5,0.0
311,2009-03-01,52,6,452616.119
312,2009-03-01,52,7,1941904.332800001
313,2009-03-01,52,8,9296647.438400026
314,2009-03-01,52,9,932677.6012000004
315,2009-03-01,53,1,4565.6190000000015
316,2009-03-01,53,2,477445.7879999999
317,2009-03-01,53,3,8311088.673000002
318,2009-03-01,53,4,1434289.8375000008
319,2009-03-01,53,5,0.0
320,2009-03-01,53,6,535992.7724999997
321,2009-03-01,53,7,2299623.5519999997
322,2009-03-01,53,8,11009187.75599998
323,2009-03-01,53,9,1104486.6329999994
324,2009-03-01,5,1,0.0
325,2009-03-01,5,2,6394.499999999999
326,2009-03-01,5,3,178147.29000000004
327,2009-03-01,5,4,29161.349999999995
328,2009-03-01,5,5,0.0
329,2009-03-01,5,6,11116.510000000002
330,2009-03-01,5,7,43858.49000000001
331,2009-03-01,5,8,228119.68
332,2009-03-01,5,9,895.8399999999999
333,2009-03-01,75,1,10815.344
334,2009-03-01,75,2,776925.6397999995
335,2009-03-01,75,3,12723016.349600002
336,2009-03-01,75,4,2031730.686099996
337,2009-03-01,75,5,0.0
338,2009-03-01,75,6,757098.9669000001
339,2009-03-01,75,7,3542691.8492
340,2009-03-01,75,8,17263976.22500004
341,2009-03-01,75,9,1810445.7987999998
342,2009-03-01,76,1,57709.72339999998
343,2009-03-01,76,2,975586.598
344,2009-03-01,76,3,15088124.671199994
345,2009-03-01,76,4,2168710.811399993
346,2009-03-01,76,5,0.0
347,2009-03-01,76,6,870784.8961000001
348,2009-03-01,76,7,4835183.058999999
349,2009-03-01,76,8,22131892.781599984
350,2009-03-01,76,9,1615425.5670000003
351,2009-03-01,84,1,4199.299999999998
352,2009-03-01,84,2,579209.41
353,2009-03-01,84,3,19148028.220000006
354,2009-03-01,84,4,2829998.8699999982
355,2009-03-01,84,5,0.0
356,2009-03-01,84,6,1177071.53
357,2009-03-01,84,7,5917238.579999997
358,2009-03-01,84,8,24155428.020000003
359,2009-03-01,84,9,1271222.8500000006
360,2009-03-01,93,1,94949.97199999998
361,2009-03-01,93,2,1009537.0609999999
362,2009-03-01,93,3,15132954.759
363,2009-03-01,93,4,2023963.4999999963
364,2009-03-01,93,5,0.0
365,2009-03-01,93,6,871313.3455000003
366,2009-03-01,93,7,5383630.447000001
367,2009-03-01,93,8,23478188.669000026
368,2009-03-01,93,9,1126468.59
369,2009-03-01,99,1,12347.3
370,2009-03-01,99,2,317346.09
371,2009-03-01,99,3,6610259.2799999975
372,2009-03-01,99,4,920142.9599999994
373,2009-03-01,99,5,0.0
374,2009-03-01,99,6,334204.8200000001
375,2009-03-01,99,7,2174296.32
376,2009-03-01,99,8,10972692.609999986
377,2009-03-01,99,9,715347.72
378,2009-04-01,11,1,4344.07
379,2009-04-01,11,2,1429209.6800000009
380,2009-04-01,11,3,25415312.12
381,2009-04-01,11,4,3662030.570000003
382,2009-04-01,11,5,0.0
383,2009-04-01,11,6,1171762.9600000002
384,2009-04-01,11,7,7761106.919999999
385,2009-04-01,11,8,26427931.40000001
386,2009-04-01,11,9,6975349.709999997
387,2009-04-01,24,1,2690.3404
388,2009-04-01,24,2,259658.0844
389,2009-04-01,24,3,4822369.541000002
390,2009-04-01,24,4,805966.479999999
391,2009-04-01,24,5,0.0
392,2009-04-01,24,6,305929.063
393,2009-04-01,24,7,1246948.4521999992
394,2009-04-01,24,8,5409185.669799994
395,2009-04-01,24,9,952413.8954000005
396,2009-04-01,27,1,5837.6102
397,2009-04-01,27,2,313612.20179999986
398,2009-04-01,27,3,6221168.139500001
399,2009-04-01,27,4,973983.4940000012
400,2009-04-01,27,5,0.0
401,2009-04-01,27,6,354747.1315000001
402,2009-04-01,27,7,1563430.8724999991
403,2009-04-01,27,8,7062902.2958999835
404,2009-04-01,27,9,1110114.8864999998
405,2009-04-01,28,1,4035.5106
406,2009-04-01,28,2,389487.1266
407,2009-04-01,28,3,7233554.3115
408,2009-04-01,28,4,1208949.7200000007
409,2009-04-01,28,5,0.0
410,2009-04-01,28,6,458893.5945
411,2009-04-01,28,7,1870422.6783
412,2009-04-01,28,8,8113778.504699973
413,2009-04-01,28,9,1428620.8431000006
414,2009-04-01,32,1,2233.1076
415,2009-04-01,32,2,687303.4936000003
416,2009-04-01,32,3,12670494.458999993
417,2009-04-01,32,4,2106492.2199999955
418,2009-04-01,32,5,0.0
419,2009-04-01,32,6,718183.8469999997
420,2009-04-01,32,7,5261576.331800004
421,2009-04-01,32,8,18433782.01619999
422,2009-04-01,32,9,2175239.2526
423,2009-04-01,44,1,15660.9312
424,2009-04-01,44,2,625843.6236000004
425,2009-04-01,44,3,13029871.329000002
426,2009-04-01,44,4,1944524.8860000018
427,2009-04-01,44,5,0.0
428,2009-04-01,44,6,685070.9639999998
429,2009-04-01,44,7,3208909.2552000023
430,2009-04-01,44,8,14915739.923399964
431,2009-04-01,44,9,2153037.5124000004
432,2009-04-01,52,1,24808.8092
433,2009-04-01,52,2,361148.53820000007
434,2009-04-01,52,3,6635052.167999999
435,2009-04-01,52,4,1175161.4456000014
436,2009-04-01,52,5,0.0
437,2009-04-01,52,6,404709.46580000024
438,2009-04-01,52,7,1734214.4398000003
439,2009-04-01,52,8,8740496.329400016
440,2009-04-01,52,9,1415595.2584000004
441,2009-04-01,53,1,29378.853000000003
442,2009-04-01,53,2,427675.90049999993
443,2009-04-01,53,3,7857298.62
444,2009-04-01,53,4,1391638.5540000005
445,2009-04-01,53,5,0.0
446,2009-04-01,53,6,479261.2094999997
447,2009-04-01,53,7,2053674.9945
448,2009-04-01,53,8,10350587.758499986
449,2009-04-01,53,9,1676362.806
450,2009-04-01,5,1,0.0
451,2009-04-01,5,2,4293.299999999998
452,2009-04-01,5,3,170274.56000000006
453,2009-04-01,5,4,23849.91999999999
454,2009-04-01,5,5,0.0
455,2009-04-01,5,6,4148.23
456,2009-04-01,5,7,42901.06000000002
457,2009-04-01,5,8,216886.01000000007
458,2009-04-01,5,9,1845.53
459,2009-04-01,75,1,15508.933999999997
460,2009-04-01,75,2,710899.8503
461,2009-04-01,75,3,12127103.199799998
462,2009-04-01,75,4,1890183.687399997
463,2009-04-01,75,5,0.0
464,2009-04-01,75,6,690700.5131
465,2009-04-01,75,7,3194118.7695000013
466,2009-04-01,75,8,16601407.866700025
467,2009-04-01,75,9,2586996.5910000005
468,2009-04-01,76,1,52149.68430000002
469,2009-04-01,76,2,917361.8019999998
470,2009-04-01,76,3,14533115.321199996
471,2009-04-01,76,4,1995275.176999993
472,2009-04-01,76,5,0.0
473,2009-04-01,76,6,779571.5396
474,2009-04-01,76,7,4700914.782199998
475,2009-04-01,76,8,21436540.86839999
476,2009-04-01,76,9,2067320.0855999999
477,2009-04-01,84,1,1340.3
478,2009-04-01,84,2,526795.05
479,2009-04-01,84,3,17627500.330000006
480,2009-04-01,84,4,2418519.2499999995
481,2009-04-01,84,5,0.0
482,2009-04-01,84,6,993866.2100000001
483,2009-04-01,84,7,5017634.43
484,2009-04-01,84,8,22681409.32999999
485,2009-04-01,84,9,1507500.11
486,2009-04-01,93,1,90918.3795
487,2009-04-01,93,2,964913.2089999998
488,2009-04-01,93,3,14673077.340999998
489,2009-04-01,93,4,1870556.2459999968
490,2009-04-01,93,5,0.0
491,2009-04-01,93,6,762389.3420000002
492,2009-04-01,93,7,5478092.594
493,2009-04-01,93,8,22743261.95700002
494,2009-04-01,93,9,1211913.7290000005
495,2009-04-01,99,1,15527.64
496,2009-04-01,99,2,293572.52
497,2009-04-01,99,3,6725994.98
498,2009-04-01,99,4,1086544.5999999992
499,2009-04-01,99,5,0.0
500,2009-04-01,99,6,418123.4900000001
501,2009-04-01,99,7,1962540.32
502,2009-04-01,99,8,10645240.189999986
503,2009-04-01,99,9,1555512.6000000003
504,2009-05-01,11,1,5099.759999999999
505,2009-05-01,11,2,1337981.7800000003
506,2009-05-01,11,3,25119707.560000002
507,2009-05-01,11,4,3583479.2000000007
508,2009-05-01,11,5,0.0
509,2009-05-01,11,6,1175451.4399999997
510,2009-05-01,11,7,7795053.090000001
511,2009-05-01,11,8,25741335.420000035
512,2009-05-01,11,9,5239996.010000001
513,2009-05-01,24,1,1330.0496000000003
514,2009-05-01,24,2,237333.4523999999
515,2009-05-01,24,3,4082050.7552000023
516,2009-05-01,24,4,721244.5701999991
517,2009-05-01,24,5,0.0
518,2009-05-01,24,6,280105.89200000005
519,2009-05-01,24,7,1048704.8836000003
520,2009-05-01,24,8,4843024.106799997
521,2009-05-01,24,9,671029.3238
522,2009-05-01,27,1,1417.6942000000001
523,2009-05-01,27,2,288871.97660000005
524,2009-05-01,27,3,5548856.281200001
525,2009-05-01,27,4,901785.739300002
526,2009-05-01,27,5,0.0
527,2009-05-01,27,6,337577.2428000002
528,2009-05-01,27,7,1406907.6341999995
529,2009-05-01,27,8,6462464.7321999855
530,2009-05-01,27,9,697993.1539
531,2009-05-01,28,1,1995.0744000000002
532,2009-05-01,28,2,356000.1786
533,2009-05-01,28,3,6123076.1328000035
534,2009-05-01,28,4,1081866.8553000006
535,2009-05-01,28,5,0.0
536,2009-05-01,28,6,420158.83800000016
537,2009-05-01,28,7,1573057.3254
538,2009-05-01,28,8,7264536.160199977
539,2009-05-01,28,9,1006543.9857000003
540,2009-05-01,32,1,2792.7024000000006
541,2009-05-01,32,2,612238.7456000001
542,2009-05-01,32,3,10994513.568799999
543,2009-05-01,32,4,2038890.0537999964
544,2009-05-01,32,5,0.0
545,2009-05-01,32,6,681581.708
546,2009-05-01,32,7,4561131.118400004
547,2009-05-01,32,8,16748200.299200008
548,2009-05-01,32,9,1450653.8322000005
549,2009-05-01,44,1,2536.6494000000002
550,2009-05-01,44,2,579917.7768000002
551,2009-05-01,44,3,12032023.542000003
552,2009-05-01,44,4,1847142.0414000028
553,2009-05-01,44,5,0.0
554,2009-05-01,44,6,672534.3192000001
555,2009-05-01,44,7,3025055.5284000025
556,2009-05-01,44,8,13846714.131599983
557,2009-05-01,44,9,1218602.6543999994
558,2009-05-01,52,1,8012.7826000000005
559,2009-05-01,52,2,327871.97240000014
560,2009-05-01,52,3,6037881.430799999
561,2009-05-01,52,4,1022111.8058000015
562,2009-05-01,52,5,0.0
563,2009-05-01,52,6,389841.31220000004
564,2009-05-01,52,7,1700311.5732000011
565,2009-05-01,52,8,8076180.348400014
566,2009-05-01,52,9,913541.6447999997
567,2009-05-01,53,1,9488.821500000004
568,2009-05-01,53,2,388269.44100000005
569,2009-05-01,53,3,7150122.7469999995
570,2009-05-01,53,4,1210395.5595000007
571,2009-05-01,53,5,0.0
572,2009-05-01,53,6,461654.18550000014
573,2009-05-01,53,7,2013526.8630000013
574,2009-05-01,53,8,9563897.780999994
575,2009-05-01,53,9,1081825.6320000002
576,2009-05-01,5,1,0.0
577,2009-05-01,5,2,5037.629999999999
578,2009-05-01,5,3,144007.66000000003
579,2009-05-01,5,4,20073.650000000005
580,2009-05-01,5,5,0.0
581,2009-05-01,5,6,2175.4500000000003
582,2009-05-01,5,7,41340.33000000001
583,2009-05-01,5,8,202487.93999999994
584,2009-05-01,5,9,505.93000000000006
585,2009-05-01,75,1,6978.327100000003
586,2009-05-01,75,2,640501.4033999997
587,2009-05-01,75,3,11192298.368600002
588,2009-05-01,75,4,1766528.2078999993
589,2009-05-01,75,5,0.0
590,2009-05-01,75,6,724836.9602999999
591,2009-05-01,75,7,3119821.6372000007
592,2009-05-01,75,8,15237691.170200016
593,2009-05-01,75,9,1731173.1741999993
594,2009-05-01,76,1,81222.5323
595,2009-05-01,76,2,810529.9902
596,2009-05-01,76,3,13236756.108100004
597,2009-05-01,76,4,1887569.1932999939
598,2009-05-01,76,5,0.0
599,2009-05-01,76,6,824204.9690000004
600,2009-05-01,76,7,4334109.323599999
601,2009-05-01,76,8,19530364.981400006
602,2009-05-01,76,9,1515211.3970000003
603,2009-05-01,84,1,1185.6
604,2009-05-01,84,2,473451.8000000001
605,2009-05-01,84,3,16486964.579999996
606,2009-05-01,84,4,2123919.219999999
607,2009-05-01,84,5,0.0
608,2009-05-01,84,6,933596.1800000002
609,2009-05-01,84,7,5216460.100000001
610,2009-05-01,84,8,21398382.479999986
611,2009-05-01,84,9,1404041.6800000002
612,2009-05-01,93,1,146277.95650000006
613,2009-05-01,93,2,841164.7530000006
614,2009-05-01,93,3,13163426.555500008
615,2009-05-01,93,4,1744746.3734999972
616,2009-05-01,93,5,0.0
617,2009-05-01,93,6,790427.1830000004
618,2009-05-01,93,7,4876402.193
619,2009-05-01,93,8,20637510.17900003
620,2009-05-01,93,9,1035451.7420000001
621,2009-05-01,99,1,13444.200000000003
622,2009-05-01,99,2,267470.48000000004
623,2009-05-01,99,3,6048922.1099999985
624,2009-05-01,99,4,1052385.6199999994
625,2009-05-01,99,5,17424.000000000004
626,2009-05-01,99,6,350558.60000000003
627,2009-05-01,99,7,1957246.3300000003
628,2009-05-01,99,8,9308249.969999988
629,2009-05-01,99,9,1115803.1100000003
630,2009-06-01,11,1,29555.85000000001
631,2009-06-01,11,2,1661105.730000001
632,2009-06-01,11,3,31169364.06
633,2009-06-01,11,4,4168591.56
634,2009-06-01,11,5,0.0
635,2009-06-01,11,6,1305582.0799999998
636,2009-06-01,11,7,9715108.179999998
637,2009-06-01,11,8,30146997.50000005
638,2009-06-01,11,9,6374623.52
639,2009-06-01,24,1,1415.6582
640,2009-06-01,24,2,278637.5966
641,2009-06-01,24,3,5236182.395400002
642,2009-06-01,24,4,837738.6027999995
643,2009-06-01,24,5,0.0
644,2009-06-01,24,6,346936.106
645,2009-06-01,24,7,1301301.1571999993
646,2009-06-01,24,8,5869567.369599992
647,2009-06-01,24,9,882589.2526
648,2009-06-01,27,1,1005.2307000000001
649,2009-06-01,27,2,343619.1022999999
650,2009-06-01,27,3,6970310.112100002
651,2009-06-01,27,4,1038564.7718000014
652,2009-06-01,27,5,0.0
653,2009-06-01,27,6,417502.3368000001
654,2009-06-01,27,7,1720704.4407999997
655,2009-06-01,27,8,7810215.497399981
656,2009-06-01,27,9,1034159.9929000003
657,2009-06-01,28,1,2123.4873
658,2009-06-01,28,2,417956.3949000001
659,2009-06-01,28,3,7854273.593100004
660,2009-06-01,28,4,1256607.9042000007
661,2009-06-01,28,5,0.0
662,2009-06-01,28,6,520404.159
663,2009-06-01,28,7,1951951.735799999
664,2009-06-01,28,8,8804351.05439997
665,2009-06-01,28,9,1323883.8789000004
666,2009-06-01,32,1,7126.675800000001
667,2009-06-01,32,2,736386.1154000001
668,2009-06-01,32,3,13401088.472599998
669,2009-06-01,32,4,2289583.583199995
670,2009-06-01,32,5,0.0
671,2009-06-01,32,6,820233.3639999995
672,2009-06-01,32,7,5568990.126800002
673,2009-06-01,32,8,20229591.252400007
674,2009-06-01,32,9,1972229.009400001
675,2009-06-01,44,1,914.0279999999997
676,2009-06-01,44,2,696703.9608000002
677,2009-06-01,44,3,14911303.5168
678,2009-06-01,44,4,2114020.608000002
679,2009-06-01,44,5,0.0
680,2009-06-01,44,6,830805.5741999997
681,2009-06-01,44,7,3664772.6694000037
682,2009-06-01,44,8,16703516.026199982
